MODEL,MODEL_INDEX,MODEL_DESCRIPTION,FORECAST_HORIZON,PAST_HISTORY,TRAIN_MAE,TEST_MAE,TRAIN_TIME,TEST_TIME
rf,41,"(200, 6, 4, 7)",1,15,0.00016977342019167048,0.00014062513864998862,0.7458498477935791,0.014991998672485352
rf,42,"(200, 6, 8, 1)",1,15,0.00016979386930608597,0.0001406635738892284,0.6884357929229736,0.014219045639038086
rf,43,"(200, 6, 8, 3)",1,15,0.00016981150733152615,0.0001406792151712251,0.5395162105560303,0.015496969223022461
rf,44,"(200, 6, 8, 7)",1,15,0.0001698323969633006,0.0001407061130289801,0.5731861591339111,0.016077041625976562
rf,45,"(200, 8, 2, 1)",1,15,0.00016985610439255853,0.00014074480827351254,0.7364647388458252,0.01786017417907715
rf,46,"(200, 8, 2, 3)",1,15,0.00016987746574859838,0.00014080840058550088,0.8537967205047607,0.014905214309692383
rf,47,"(200, 8, 2, 7)",1,15,0.00016988811042226824,0.0001408191551360234,0.649860143661499,0.01660299301147461
rf,48,"(200, 8, 4, 1)",1,15,0.0001699040185125779,0.00014084958765376736,0.6595630645751953,0.014012813568115234
rf,49,"(200, 8, 4, 3)",1,15,0.0001699343080292325,0.00014088475774886387,0.6514391899108887,0.013532876968383789
rf,50,"(200, 8, 4, 7)",1,15,0.00016995504859480462,0.00014090085843019456,0.8034570217132568,0.01534581184387207
rf,51,"(200, 8, 8, 1)",1,15,0.0001699780032709232,0.00014091869016211742,0.938046932220459,0.01663804054260254
rf,52,"(200, 8, 8, 3)",1,15,0.00016998935796366427,0.00014097294201424163,0.6420338153839111,0.015990018844604492
rf,53,"(200, 8, 8, 7)",1,15,0.00017001083416249302,0.00014097774604190816,0.6348979473114014,0.015299081802368164
rf,54,"(300, 3, 2, 1)",1,15,0.00017003394405844873,0.00014097257615224078,0.5377657413482666,0.022261857986450195
rf,55,"(300, 3, 2, 3)",1,15,0.00017006826718425226,0.00014103974316636783,0.5832469463348389,0.021227121353149414
rf,56,"(300, 3, 2, 7)",1,15,0.00017010642501231866,0.00014105217539088413,0.5362880229949951,0.017870187759399414
rf,57,"(300, 3, 4, 1)",1,15,0.00017013124904972725,0.0001410874692297742,0.5369417667388916,0.01820683479309082
rf,58,"(300, 3, 4, 3)",1,15,0.00017015397238659194,0.00014114297426579445,0.5305662155151367,0.01930093765258789
rf,59,"(300, 3, 4, 7)",1,15,0.00017017769379409098,0.00014116663955794713,0.5300219058990479,0.021773099899291992
rf,60,"(300, 3, 8, 1)",1,15,0.00017021172038605468,0.0001411773331625889,0.9528160095214844,0.019217252731323242
rf,61,"(300, 3, 8, 3)",1,15,0.0001702341382360517,0.00014121755712586079,0.6059930324554443,0.03143930435180664
rf,62,"(300, 3, 8, 7)",1,15,0.00017026582066528986,0.00014124995873051035,0.7940640449523926,0.018472909927368164
rf,63,"(300, 6, 2, 1)",1,15,0.0001702838946524243,0.00014127292314339372,0.806251049041748,0.022721052169799805
rf,64,"(300, 6, 2, 3)",1,15,0.00017030776209615755,0.00014128908097366832,1.0407848358154297,0.021824121475219727
rf,65,"(300, 6, 2, 7)",1,15,0.00017032913286564594,0.0001413281540384379,1.8091731071472168,0.0662229061126709
rf,66,"(300, 6, 4, 1)",1,15,0.0001703579187843469,0.0001413537945246084,1.7599940299987793,0.0345301628112793
rf,67,"(300, 6, 4, 3)",1,15,0.000170375847660739,0.00014137746383402247,2.020477771759033,0.030141830444335938
rf,68,"(300, 6, 4, 7)",1,15,0.0001703934742750248,0.0001414307107515737,1.4979698657989502,0.03177070617675781
rf,69,"(300, 6, 8, 1)",1,15,0.00017042482827005063,0.0001414652959151817,1.4393517971038818,0.04988884925842285
rf,70,"(300, 6, 8, 3)",1,15,0.00017044351914598862,0.00014151512050113296,1.5591721534729004,0.07120418548583984
rf,71,"(300, 6, 8, 7)",1,15,0.0001704670758079819,0.00014153157324310725,1.260159969329834,0.01931905746459961
rf,72,"(300, 8, 2, 1)",1,15,0.00017049116137725205,0.00014155129943013112,1.5768659114837646,0.023430824279785156
rf,73,"(300, 8, 2, 3)",1,15,0.00017051019692088055,0.00014159837220100282,1.0807807445526123,0.019657135009765625
rf,74,"(300, 8, 2, 7)",1,15,0.00017053161165573452,0.00014161896781326075,0.9907100200653076,0.01942610740661621
rf,75,"(300, 8, 4, 1)",1,15,0.0001705409357313504,0.00014164661291354,2.639212131500244,0.028899192810058594
rf,76,"(300, 8, 4, 3)",1,15,0.00017056352956519978,0.0001417153191394733,2.1515681743621826,0.022845983505249023
rf,77,"(300, 8, 4, 7)",1,15,0.00017058528191731372,0.00014172753165095218,2.3094210624694824,0.09981203079223633
rf,78,"(300, 8, 8, 1)",1,15,0.00017060784809822126,0.0001417567304592619,6.014945983886719,0.0916280746459961
rf,79,"(300, 8, 8, 3)",1,15,0.00017062528311403334,0.00014180372314516636,1.4898240566253662,0.03816580772399902
rf,80,"(300, 8, 8, 7)",1,15,0.0001706426466446544,0.00014180599530033458,1.236295223236084,0.02521491050720215
rf,0,"(100, 3, 2, 1)",1,30,0.00017221326722216773,0.000153189540168441,0.49038219451904297,0.01240396499633789
rf,1,"(100, 3, 2, 3)",1,30,0.0001725676260558532,0.00014470046046001042,0.5877830982208252,0.05083894729614258
rf,2,"(100, 3, 2, 7)",1,30,0.0001724242257889319,0.00014424835005504325,0.6133561134338379,0.013135910034179688
rf,3,"(100, 3, 4, 1)",1,30,0.00017234810671404503,0.00014423748855051015,0.5766050815582275,0.008518218994140625
rf,4,"(100, 3, 4, 3)",1,30,0.00017231082698177896,0.00014434857054201972,0.2980189323425293,0.008659839630126953
rf,5,"(100, 3, 4, 7)",1,30,0.00017233769401140293,0.00014448714720401284,0.30088210105895996,0.00963592529296875
rf,6,"(100, 3, 8, 1)",1,30,0.00017234427376551877,0.00014462076512372044,0.4902958869934082,0.03485417366027832
rf,7,"(100, 3, 8, 3)",1,30,0.00017235323491212394,0.00014471303780305318,0.5032079219818115,0.023794889450073242
rf,8,"(100, 3, 8, 7)",1,30,0.00017239585964871573,0.00014484082843374102,0.6383249759674072,0.01260995864868164
rf,9,"(100, 6, 2, 1)",1,30,0.00017245842231335145,0.00014488027977676765,1.0735619068145752,0.02033686637878418
rf,10,"(100, 6, 2, 3)",1,30,0.00017249341461549655,0.00014511659874950726,1.2256300449371338,0.018897056579589844
rf,11,"(100, 6, 2, 7)",1,30,0.0001725029843048552,0.0001450018555703059,1.3388149738311768,0.02302694320678711
rf,12,"(100, 6, 4, 1)",1,30,0.00017254852172412797,0.00014499799607891895,0.8858010768890381,0.029360294342041016
rf,13,"(100, 6, 4, 3)",1,30,0.00017256036829907875,0.00014501351384796308,0.8997511863708496,0.016137361526489258
rf,14,"(100, 6, 4, 7)",1,30,0.00017255663148210134,0.00014503265789054487,0.8402040004730225,0.021159887313842773
rf,15,"(100, 6, 8, 1)",1,30,0.00017256435813889023,0.00014507023549227094,0.5701568126678467,0.01296687126159668
rf,16,"(100, 6, 8, 3)",1,30,0.00017258031674571378,0.00014509123382770142,0.890343189239502,0.0256350040435791
rf,17,"(100, 6, 8, 7)",1,30,0.0001725857813372261,0.00014517980383388422,0.7110691070556641,0.009031295776367188
rf,18,"(100, 8, 2, 1)",1,30,0.00017259548669440003,0.00014521066351922833,0.7375509738922119,0.01140904426574707
rf,19,"(100, 8, 2, 3)",1,30,0.00017258276356786102,0.000145208989232122,1.228734016418457,0.0366511344909668
rf,20,"(100, 8, 2, 7)",1,30,0.00017259764924682387,0.00014524810426190377,1.1373968124389648,0.009636878967285156
rf,21,"(100, 8, 4, 1)",1,30,0.00017262318871316424,0.00014526628286287973,1.593799114227295,0.04271411895751953
rf,22,"(100, 8, 4, 3)",1,30,0.0001726437987589916,0.000145313497012172,1.3901329040527344,0.014948129653930664
rf,23,"(100, 8, 4, 7)",1,30,0.00017266947434726323,0.0001453736101305053,1.5863230228424072,0.04000711441040039
rf,24,"(100, 8, 8, 1)",1,30,0.00017268620861439864,0.00014534182980048465,1.0681967735290527,0.022608041763305664
rf,25,"(100, 8, 8, 3)",1,30,0.00017269602176894284,0.0001453909917319166,1.265226125717163,0.018600940704345703
rf,26,"(100, 8, 8, 7)",1,30,0.00017269925751752868,0.00014540483043372286,0.9844622611999512,0.00950312614440918
rf,27,"(200, 3, 2, 1)",1,30,0.00017271453323233706,0.0001454133931194392,0.5761280059814453,0.012214899063110352
rf,28,"(200, 3, 2, 3)",1,30,0.00017272868928919994,0.00014544944755598237,0.7810912132263184,0.012431144714355469
rf,29,"(200, 3, 2, 7)",1,30,0.00017274014018614392,0.00014549736227287784,0.6393747329711914,0.012234926223754883
rf,30,"(200, 3, 4, 1)",1,30,0.00017274098945382319,0.00014549380866663963,1.007295846939087,0.012559175491333008
rf,31,"(200, 3, 4, 3)",1,30,0.00017274377679175483,0.00014550854239738943,0.5922050476074219,0.014549970626831055
rf,32,"(200, 3, 4, 7)",1,30,0.00017275389338789393,0.000145568034422461,0.5326647758483887,0.013251781463623047
rf,33,"(200, 3, 8, 1)",1,30,0.00017275268891740837,0.00014558119210570316,0.543597936630249,0.02102494239807129
rf,34,"(200, 3, 8, 3)",1,30,0.00017275884833984546,0.00014561946194620114,0.6315240859985352,0.016841888427734375
rf,35,"(200, 3, 8, 7)",1,30,0.00017276051356203732,0.00014567125689121817,0.6288492679595947,0.015089035034179688
rf,36,"(200, 6, 2, 1)",1,30,0.00017275218739169065,0.0001456782146314061,1.251582145690918,0.05447888374328613
rf,37,"(200, 6, 2, 3)",1,30,0.00017275729231102367,0.0001457025882236316,2.591637134552002,0.022163867950439453
rf,38,"(200, 6, 2, 7)",1,30,0.0001727573306762177,0.00014572021331295831,1.3352539539337158,0.038275957107543945
rf,39,"(200, 6, 4, 1)",1,30,0.00017275069955002853,0.0001457465975324937,1.0036537647247314,0.012559652328491211
rf,40,"(200, 6, 4, 3)",1,30,0.00017274346444399937,0.00014576832100410072,0.9546191692352295,0.01236414909362793
rf,41,"(200, 6, 4, 7)",1,30,0.00017274728126783588,0.00014579189753868464,1.1262362003326416,0.012428998947143555
rf,42,"(200, 6, 8, 1)",1,30,0.00017274583311392228,0.00014579006126720596,2.540808916091919,0.01652216911315918
rf,43,"(200, 6, 8, 3)",1,30,0.0001727417180435632,0.0001458212371298079,1.0554258823394775,0.01378488540649414
rf,44,"(200, 6, 8, 7)",1,30,0.00017275435174068715,0.00014584800610390684,0.915395975112915,0.014126062393188477
rf,45,"(200, 8, 2, 1)",1,30,0.00017277189676905556,0.00014588722451072005,1.1542060375213623,0.013029813766479492
rf,46,"(200, 8, 2, 3)",1,30,0.0001727748674155476,0.0001459169740082331,1.0908679962158203,0.014034748077392578
rf,47,"(200, 8, 2, 7)",1,30,0.0001727775874508969,0.00014590558311674642,1.0859978199005127,0.01466989517211914
rf,48,"(200, 8, 4, 1)",1,30,0.00017278511522926957,0.0001459356565311043,1.2357981204986572,0.017544031143188477
rf,49,"(200, 8, 4, 3)",1,30,0.0001727924172362745,0.00014600079434194132,1.156628131866455,0.014681816101074219
rf,50,"(200, 8, 4, 7)",1,30,0.00017279985890849154,0.00014602382408539582,1.1470868587493896,0.017356157302856445
rf,51,"(200, 8, 8, 1)",1,30,0.00017280195176004406,0.00014602369422196893,1.6594188213348389,0.015280961990356445
rf,52,"(200, 8, 8, 3)",1,30,0.0001728087591649792,0.00014605792108548723,1.154473066329956,0.015111923217773438
rf,53,"(200, 8, 8, 7)",1,30,0.00017281050398716553,0.0001460705932096798,1.3122498989105225,0.04542994499206543
rf,54,"(300, 3, 2, 1)",1,30,0.00017281660279088714,0.0001461193873672444,0.7829937934875488,0.016942977905273438
rf,55,"(300, 3, 2, 3)",1,30,0.000172822247962592,0.00014614213538527204,0.7819259166717529,0.01676011085510254
rf,56,"(300, 3, 2, 7)",1,30,0.0001728369323905353,0.00014619401680660913,0.8862497806549072,0.040463924407958984
rf,57,"(300, 3, 4, 1)",1,30,0.00017285032398856544,0.00014621238745616652,1.2502868175506592,0.029882192611694336
rf,58,"(300, 3, 4, 3)",1,30,0.0001728546444933823,0.0001462477080092159,0.8703598976135254,0.018514156341552734
rf,59,"(300, 3, 4, 7)",1,30,0.0001728630751244119,0.00014628608320914146,0.9630899429321289,0.017986059188842773
rf,60,"(300, 3, 8, 1)",1,30,0.0001728614396325771,0.00014629084304526268,0.9363358020782471,0.02117300033569336
rf,61,"(300, 3, 8, 3)",1,30,0.00017287106657503095,0.00014632493122568725,1.6837670803070068,0.0801548957824707
rf,62,"(300, 3, 8, 7)",1,30,0.00017288752627599196,0.00014636573653106286,2.7597250938415527,0.05680513381958008
rf,63,"(300, 6, 2, 1)",1,30,0.00017288936431094737,0.00014638437392153113,3.181034803390503,0.02724599838256836
rf,64,"(300, 6, 2, 3)",1,30,0.00017289344239208458,0.00014640074425675682,2.345054864883423,0.021450281143188477
rf,65,"(300, 6, 2, 7)",1,30,0.00017290330728344532,0.00014640843037279805,2.3619840145111084,0.03132486343383789
rf,66,"(300, 6, 4, 1)",1,30,0.00017290562933268823,0.00014644906976319836,1.9178471565246582,0.019215106964111328
rf,67,"(300, 6, 4, 3)",1,30,0.0001729088106710016,0.00014647066103349975,1.351318120956421,0.02124190330505371
rf,68,"(300, 6, 4, 7)",1,30,0.0001729116076494196,0.00014649132446508577,1.4423518180847168,0.017800331115722656
rf,69,"(300, 6, 8, 1)",1,30,0.00017291572012566257,0.00014650934613681275,1.3720178604125977,0.0178983211517334
rf,70,"(300, 6, 8, 3)",1,30,0.00017291375295128275,0.00014652579542091148,1.862396001815796,0.019199848175048828
rf,71,"(300, 6, 8, 7)",1,30,0.00017291818809982707,0.00014654131107715425,1.569667100906372,0.03467202186584473
rf,72,"(300, 8, 2, 1)",1,30,0.0001729164057993749,0.00014654954682928768,2.4480838775634766,0.0224151611328125
rf,73,"(300, 8, 2, 3)",1,30,0.00017292193709903526,0.000146571889924497,2.7411270141601562,0.04981803894042969
rf,74,"(300, 8, 2, 7)",1,30,0.00017292363456644964,0.00014659965608810507,2.870373010635376,0.021214008331298828
rf,75,"(300, 8, 4, 1)",1,30,0.00017292718814205922,0.00014659707208286492,2.7558200359344482,0.01946401596069336
rf,76,"(300, 8, 4, 3)",1,30,0.0001729307746192447,0.0001466378648927266,1.879932165145874,0.0199429988861084
rf,77,"(300, 8, 4, 7)",1,30,0.00017292981181775706,0.00014666121939449982,1.8165380954742432,0.021672964096069336
rf,78,"(300, 8, 8, 1)",1,30,0.00017293340008098744,0.00014666622170030945,3.0858559608459473,0.08264684677124023
rf,79,"(300, 8, 8, 3)",1,30,0.00017292732157777108,0.0001466978342716335,2.4654159545898438,0.021876811981201172
rf,80,"(300, 8, 8, 7)",1,30,0.00017292282318401962,0.00014671196760172747,1.9755833148956299,0.01933908462524414
rf,0,"(100, 3, 2, 1)",1,60,0.00017318020611342244,0.00015621945852960066,0.46694231033325195,0.007496833801269531
rf,1,"(100, 3, 2, 3)",1,60,0.00017344313713694542,0.00014869455431591654,0.460888147354126,0.006894826889038086
rf,2,"(100, 3, 2, 7)",1,60,0.000173273906886246,0.0001429679439924958,0.47760009765625,0.007218837738037109
rf,3,"(100, 3, 4, 1)",1,60,0.000173047330798804,0.00014285265182835936,0.46596193313598633,0.007534027099609375
rf,4,"(100, 3, 4, 3)",1,60,0.00017279345296438258,0.00014284023249537525,0.5047647953033447,0.02060985565185547
rf,5,"(100, 3, 4, 7)",1,60,0.00017265556261773625,0.00014308299834941905,0.5165882110595703,0.007498025894165039
rf,6,"(100, 3, 8, 1)",1,60,0.00017258477548455834,0.00014328903314755228,0.7467069625854492,0.010360002517700195
rf,7,"(100, 3, 8, 3)",1,60,0.00017249174306667857,0.00014333487380021662,1.1655619144439697,0.006780862808227539
rf,8,"(100, 3, 8, 7)",1,60,0.00017238070590043644,0.00014346406226399376,0.4580972194671631,0.00675511360168457
rf,9,"(100, 6, 2, 1)",1,60,0.0001723550233575858,0.0001433981475014494,1.1007890701293945,0.01090383529663086
rf,10,"(100, 6, 2, 3)",1,60,0.00017232510149980872,0.0001432518334447368,1.0582520961761475,0.007859945297241211
rf,11,"(100, 6, 2, 7)",1,60,0.0001723106216482818,0.00014319304719324547,0.8089799880981445,0.007254838943481445
rf,12,"(100, 6, 4, 1)",1,60,0.00017225864103805183,0.00014310328224349664,1.2709848880767822,0.007191181182861328
rf,13,"(100, 6, 4, 3)",1,60,0.00017223720779869074,0.0001430977696897152,0.8203301429748535,0.008643150329589844
rf,14,"(100, 6, 4, 7)",1,60,0.00017220778927990474,0.00014303740472011354,1.3370261192321777,0.007906913757324219
rf,15,"(100, 6, 8, 1)",1,60,0.00017216081707926786,0.00014296916635366287,0.8417518138885498,0.008668899536132812
rf,16,"(100, 6, 8, 3)",1,60,0.00017212192555095948,0.0001429030253914799,0.842703104019165,0.008734941482543945
rf,17,"(100, 6, 8, 7)",1,60,0.00017208075229178612,0.00014288920952852533,1.6820647716522217,0.011661052703857422
rf,18,"(100, 8, 2, 1)",1,60,0.0001720167320122997,0.00014285194407620365,2.6253252029418945,0.008870840072631836
rf,19,"(100, 8, 2, 3)",1,60,0.00017200137301834464,0.0001428023822570618,1.1507258415222168,0.008388996124267578
rf,20,"(100, 8, 2, 7)",1,60,0.00017199189903097366,0.00014283877567628715,1.2721641063690186,0.013005971908569336
rf,21,"(100, 8, 4, 1)",1,60,0.00017196013289948168,0.00014267920512137024,1.2614407539367676,0.008638143539428711
rf,22,"(100, 8, 4, 3)",1,60,0.00017193141186304156,0.00014271104417144602,1.24934983253479,0.008301258087158203
rf,23,"(100, 8, 4, 7)",1,60,0.00017191369867067938,0.00014277005272769362,1.3673601150512695,0.009328126907348633
rf,24,"(100, 8, 8, 1)",1,60,0.0001719135285646736,0.0001427744488962403,1.0635759830474854,0.023933887481689453
rf,25,"(100, 8, 8, 3)",1,60,0.0001719043025587749,0.00014278470916402752,1.3029403686523438,0.009465694427490234
rf,26,"(100, 8, 8, 7)",1,60,0.00017191662046396014,0.0001428746859380247,0.9916548728942871,0.022359132766723633
rf,27,"(200, 3, 2, 1)",1,60,0.0001719296296537592,0.00014387166696860242,1.2048661708831787,0.047432899475097656
rf,28,"(200, 3, 2, 3)",1,60,0.00017190575435406449,0.00014407967186609645,0.9181749820709229,0.012932062149047852
rf,29,"(200, 3, 2, 7)",1,60,0.00017189597691037454,0.00014412225316001444,0.9445321559906006,0.013357877731323242
rf,30,"(200, 3, 4, 1)",1,60,0.00017188328646121397,0.00014412870878225745,1.1746108531951904,0.018814802169799805
rf,31,"(200, 3, 4, 3)",1,60,0.00017185609833770383,0.00014414993390534468,2.0840060710906982,0.09752178192138672
rf,32,"(200, 3, 4, 7)",1,60,0.0001718198048587911,0.00014413523092114865,1.9988090991973877,0.0378880500793457
rf,33,"(200, 3, 8, 1)",1,60,0.00017178108791210544,0.00014414486650095142,2.17756986618042,0.04205799102783203
rf,34,"(200, 3, 8, 3)",1,60,0.00017174150760699013,0.00014412948157759643,1.857578992843628,0.01456594467163086
rf,35,"(200, 3, 8, 7)",1,60,0.00017173126055181604,0.00014415088663381618,2.1623780727386475,0.018230199813842773
rf,36,"(200, 6, 2, 1)",1,60,0.00017171725668358104,0.0001440768770448126,3.3120858669281006,0.019963979721069336
rf,37,"(200, 6, 2, 3)",1,60,0.00017168828842841456,0.00014400955442475747,3.644667148590088,0.017990827560424805
rf,38,"(200, 6, 2, 7)",1,60,0.000171649206630278,0.00014404669544682946,2.5499041080474854,0.012493133544921875
rf,39,"(200, 6, 4, 1)",1,60,0.0001716397588934984,0.00014395745286388594,1.721740961074829,0.015815019607543945
rf,40,"(200, 6, 4, 3)",1,60,0.00017163305857005473,0.00014394237669434606,1.7751150131225586,0.016345977783203125
rf,41,"(200, 6, 4, 7)",1,60,0.00017160216939565278,0.00014396549104750528,1.9861888885498047,0.01823711395263672
rf,42,"(200, 6, 8, 1)",1,60,0.0001715963073821257,0.00014390825739035766,2.2521519660949707,0.013482332229614258
rf,43,"(200, 6, 8, 3)",1,60,0.00017156948463439102,0.00014387754292104335,1.6378068923950195,0.014967918395996094
rf,44,"(200, 6, 8, 7)",1,60,0.00017154079275186727,0.00014384233311354555,1.7496953010559082,0.01439213752746582
rf,45,"(200, 8, 2, 1)",1,60,0.00017151816881249426,0.00014382964478565344,2.422358751296997,0.016051054000854492
rf,46,"(200, 8, 2, 3)",1,60,0.00017150982753047465,0.00014381005073641257,2.2687718868255615,0.014542102813720703
rf,47,"(200, 8, 2, 7)",1,60,0.0001714821375421071,0.00014379085271430596,2.2174909114837646,0.013906240463256836
rf,48,"(200, 8, 4, 1)",1,60,0.0001714844528453347,0.00014376117763634886,2.233264923095703,0.01677107810974121
rf,49,"(200, 8, 4, 3)",1,60,0.00017147728512122886,0.0001437739062630618,2.482834815979004,0.016561269760131836
rf,50,"(200, 8, 4, 7)",1,60,0.00017146797168390181,0.0001437799532754189,2.26819109916687,0.015830039978027344
rf,51,"(200, 8, 8, 1)",1,60,0.00017146350950554226,0.00014378214971888859,2.446563243865967,0.015608072280883789
rf,52,"(200, 8, 8, 3)",1,60,0.00017145311437985136,0.00014373916934985062,2.762911081314087,0.014379024505615234
rf,53,"(200, 8, 8, 7)",1,60,0.00017143484229453426,0.00014368632981432165,3.229335069656372,0.016176223754882812
rf,54,"(300, 3, 2, 1)",1,60,0.00017142409270892633,0.000144044016191598,1.5441761016845703,0.02096104621887207
rf,55,"(300, 3, 2, 3)",1,60,0.0001714216040021757,0.00014402272614782478,1.6650209426879883,0.022809267044067383
rf,56,"(300, 3, 2, 7)",1,60,0.00017140752492730827,0.00014402391104984953,1.4971189498901367,0.020949840545654297
rf,57,"(300, 3, 4, 1)",1,60,0.0001714153005479263,0.00014405096707761927,1.3813917636871338,0.016982078552246094
rf,58,"(300, 3, 4, 3)",1,60,0.0001714102544538558,0.00014403030947131532,1.373589038848877,0.022474050521850586
rf,59,"(300, 3, 4, 7)",1,60,0.000171405602394537,0.00014403542758329422,1.407857894897461,0.017616987228393555
rf,60,"(300, 3, 8, 1)",1,60,0.0001713904947512896,0.00014402472919628108,1.3909738063812256,0.017862796783447266
rf,61,"(300, 3, 8, 3)",1,60,0.0001713816794761965,0.0001440198966383243,1.4376769065856934,0.017884016036987305
rf,62,"(300, 3, 8, 7)",1,60,0.00017136222819668284,0.00014400555505846062,1.505007028579712,0.060250282287597656
rf,63,"(300, 6, 2, 1)",1,60,0.00017134691082644151,0.00014391900290469106,2.7323551177978516,0.024224042892456055
rf,64,"(300, 6, 2, 3)",1,60,0.00017133305818958886,0.00014390036323754267,2.9300811290740967,0.020850181579589844
rf,65,"(300, 6, 2, 7)",1,60,0.00017131574837438032,0.00014392029100007898,3.311554193496704,0.02134108543395996
rf,66,"(300, 6, 4, 1)",1,60,0.00017130867589878289,0.0001438576777320287,5.110332012176514,0.023748159408569336
rf,67,"(300, 6, 4, 3)",1,60,0.000171292966163373,0.0001438356212920235,3.587857961654663,0.023936986923217773
rf,68,"(300, 6, 4, 7)",1,60,0.00017127479926219865,0.0001438559120794445,2.436741828918457,0.0185396671295166
rf,69,"(300, 6, 8, 1)",1,60,0.0001712642021220949,0.0001438128043350576,2.7412149906158447,0.018859148025512695
rf,70,"(300, 6, 8, 3)",1,60,0.00017125613822782784,0.00014379851634589992,2.410515069961548,0.017621994018554688
rf,71,"(300, 6, 8, 7)",1,60,0.00017125692425205518,0.00014377793535373169,2.6580421924591064,0.02265191078186035
rf,72,"(300, 8, 2, 1)",1,60,0.00017124954769135136,0.00014377169189598796,3.372544050216675,0.019707918167114258
rf,73,"(300, 8, 2, 3)",1,60,0.00017124053681228564,0.00014375329013958067,3.392469882965088,0.020258188247680664
rf,74,"(300, 8, 2, 7)",1,60,0.00017122738391395958,0.000143749095205713,3.164057970046997,0.02143692970275879
rf,75,"(300, 8, 4, 1)",1,60,0.00017121981077184513,0.0001437278076972849,3.1101529598236084,0.020402908325195312
rf,76,"(300, 8, 4, 3)",1,60,0.00017122086698835297,0.00014375535473344937,3.277153730392456,0.023022174835205078
rf,77,"(300, 8, 4, 7)",1,60,0.00017120908247504033,0.0001437451719147526,3.3025870323181152,0.02080702781677246
rf,78,"(300, 8, 8, 1)",1,60,0.0001711958128986332,0.0001436909975531437,3.6046018600463867,0.0265958309173584
rf,79,"(300, 8, 8, 3)",1,60,0.00017117991364261982,0.00014363863241434306,3.2996208667755127,0.02488994598388672
rf,80,"(300, 8, 8, 7)",1,60,0.00017115263102847976,0.00014361826268208106,3.006460189819336,0.022609949111938477
rf,0,"(100, 3, 2, 1)",1,100,0.0001711231791860835,0.00015172087708731607,0.7179949283599854,0.007965326309204102
rf,1,"(100, 3, 2, 3)",1,100,0.00017072625797737016,0.00014354862805793017,0.7371358871459961,0.008920907974243164
rf,2,"(100, 3, 2, 7)",1,100,0.00017082129071000317,0.0001428394747124384,0.724606990814209,0.00887608528137207
rf,3,"(100, 3, 4, 1)",1,100,0.00017085839038075794,0.0001433139808639808,0.7227401733398438,0.008465051651000977
rf,4,"(100, 3, 4, 3)",1,100,0.00017077945788369092,0.00014359971429695658,0.7077429294586182,0.007757902145385742
rf,5,"(100, 3, 4, 7)",1,100,0.00017084368443889052,0.00014401277698002297,0.7149598598480225,0.008889913558959961
rf,6,"(100, 3, 8, 1)",1,100,0.0001708735141794148,0.00014414123262202164,0.7298049926757812,0.007527828216552734
rf,7,"(100, 3, 8, 3)",1,100,0.00017091957465572202,0.00014429401734563195,0.7219030857086182,0.007883071899414062
rf,8,"(100, 3, 8, 7)",1,100,0.00017097059669248825,0.00014459745847956751,0.7850477695465088,0.008980989456176758
rf,9,"(100, 6, 2, 1)",1,100,0.00017093102024990406,0.00014509704095799127,1.1792011260986328,0.042634010314941406
rf,10,"(100, 6, 2, 3)",1,100,0.00017094766316217813,0.00014546585049132966,1.4250879287719727,0.013623952865600586
rf,11,"(100, 6, 2, 7)",1,100,0.00017097141683235383,0.00014547597209454256,1.3818778991699219,0.009950876235961914
rf,12,"(100, 6, 4, 1)",1,100,0.00017098111877592186,0.00014561954867549725,1.401036024093628,0.007957220077514648
rf,13,"(100, 6, 4, 3)",1,100,0.00017092602233864998,0.0001453100993530137,1.2789561748504639,0.009718894958496094
rf,14,"(100, 6, 4, 7)",1,100,0.0001709122438901362,0.00014535673398825957,1.2080678939819336,0.008887052536010742
rf,15,"(100, 6, 8, 1)",1,100,0.0001709193168317783,0.0001452958056327978,1.2603480815887451,0.008710861206054688
rf,16,"(100, 6, 8, 3)",1,100,0.00017092047500496648,0.00014531100749797096,1.2713630199432373,0.00898885726928711
rf,17,"(100, 6, 8, 7)",1,100,0.000170932577454662,0.00014543889115304539,1.2350389957427979,0.010297060012817383
rf,18,"(100, 8, 2, 1)",1,100,0.00017093010415754808,0.0001454370050377665,1.6268222332000732,0.00932002067565918
rf,19,"(100, 8, 2, 3)",1,100,0.00017092262874957828,0.0001454946208025972,1.6051709651947021,0.009694814682006836
rf,20,"(100, 8, 2, 7)",1,100,0.00017090321137763463,0.00014567617798541484,1.5592200756072998,0.009804010391235352
rf,21,"(100, 8, 4, 1)",1,100,0.00017089393721345014,0.00014565356873300065,1.6304540634155273,0.009718179702758789
rf,22,"(100, 8, 4, 3)",1,100,0.00017088405665225916,0.00014568679778768472,1.6158602237701416,0.008668899536132812
rf,23,"(100, 8, 4, 7)",1,100,0.00017088929377699288,0.00014577928037240844,1.5287981033325195,0.012207984924316406
rf,24,"(100, 8, 8, 1)",1,100,0.00017086831403392356,0.0001457611412675968,1.590674877166748,0.008378028869628906
rf,25,"(100, 8, 8, 3)",1,100,0.00017082751619758012,0.0001458152031867353,1.5711610317230225,0.008808135986328125
rf,26,"(100, 8, 8, 7)",1,100,0.00017080721576542422,0.00014588045290746642,1.5517287254333496,0.009147882461547852
