;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mae_train;mae_test;LOSS;VAL_LOSS
388;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;32;20;32;Adam;0.001;None;0.841580867767334;6.592726707458496;0.0050459842201754;0.0064217429187152;[0.059700459241867065, 0.02605070173740387, 0.021591437980532646, 0.018455659970641136, 0.015993207693099976, 0.01401371881365776, 0.01252621877938509, 0.011518241837620735, 0.010444876737892628, 0.010024027898907661, 0.009605332277715206, 0.007904103957116604, 0.007415025029331446, 0.007654296234250069, 0.006241810508072376, 0.006195718422532082, 0.005719577427953482, 0.005394442938268185, 0.005476909689605236, 0.006883499678224325];[0.07165848463773727, 0.03468392789363861, 0.02804652974009514, 0.02509855292737484, 0.021065277978777885, 0.03592151403427124, 0.01691996119916439, 0.02202489972114563, 0.020594950765371323, 0.014833537861704826, 0.012334275990724564, 0.012086986564099789, 0.010572904720902443, 0.011059701442718506, 0.009093774482607841, 0.007649716455489397, 0.0130376648157835, 0.00669177807867527, 0.013956601731479168, 0.006421742495149374]
389;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;32;20;32;Adam;0.001;None;0.0011894702911376;1.7642242908477783;0.0031433621157102;0.004030058885207;[0.13323922455310822, 0.05139276012778282, 0.035306964069604874, 0.026422256603837013, 0.02225767821073532, 0.01672486402094364, 0.012779475189745426, 0.009340901859104633, 0.006331644020974636, 0.004677866119891405, 0.008028797805309296, 0.005610915366560221, 0.0024821250699460506, 0.0036808557342737913, 0.004605175461620092, 0.0038886405527591705, 0.003228331683203578, 0.003007887862622738, 0.004061725456267595, 0.0026275808922946453];[0.051797203719615936, 0.03893415257334709, 0.026471029967069626, 0.020810449495911598, 0.02232269197702408, 0.011402172036468983, 0.008418723940849304, 0.005823567975312471, 0.00371124898083508, 0.003701268695294857, 0.008026231080293655, 0.003569522639736533, 0.006188640836626291, 0.008388957940042019, 0.0011605439940467477, 0.0067596170119941235, 0.007359100505709648, 0.003125147195532918, 0.005641635041683912, 0.004028270486742258]
390;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;32;20;32;Adam;0.01;None;0.0020391941070556;3.729423046112061;0.0004715488459557;0.0007889066227811;[0.01566157117486, 0.002475848887115717, 0.0011904493439942598, 0.0012265753466635942, 0.0005976860411465168, 0.0008007232681848109, 0.0007243157015182078, 0.0013894394505769014, 0.0013155998894944787, 0.0007903930963948369, 0.0007351248059421778, 0.0004942558007314801, 0.0007899175398051739, 0.0005955526139587164, 0.0007021380588412285, 0.0006671232404187322, 0.0007667997269891202, 0.0008896231884136796, 0.0007166746072471142, 0.0006864903261885047];[0.016136787831783295, 0.0018243715167045593, 0.002349171554669738, 0.0015069125220179558, 0.0008693422423675656, 0.0005982741131447256, 0.0016436829464510083, 0.001073326333425939, 0.0008414731710217893, 0.0020968588069081306, 0.0009806063026189804, 0.0007830779650248587, 0.0006423370214179158, 0.0006606562528759241, 0.0005770129500888288, 0.0005731529090553522, 0.000468127807835117, 0.0015335925854742527, 0.000551415781956166, 0.0007889058324508369]
391;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;32;20;32;Adam;0.01;None;0.0020153522491455;3.766594886779785;0.0008729792941287;0.0011363929038365;[0.02581317164003849, 0.0019302726723253727, 0.0009780359687283635, 0.0012569748796522617, 0.0010759093565866351, 0.0009951547253876925, 0.0011453743791207671, 0.0010810401290655136, 0.0008624887559562922, 0.0008194901747629046, 0.0009790760232135653, 0.0014838502975180745, 0.0014728896785527468, 0.0007720317807979882, 0.000649591616820544, 0.00046348298201337457, 0.0007866229279898107, 0.0008120479760691524, 0.0005984514718875289, 0.0004961895756423473];[0.00444222055375576, 0.002797994762659073, 0.0012025793548673391, 0.0007414216524921358, 0.0009429722558706999, 0.0025647738948464394, 0.0025599938817322254, 0.0015982877230271697, 0.0007903326186351478, 0.0023448357824236155, 0.0011575297685340047, 0.0019438416929915547, 0.002080171136185527, 0.0003270234738010913, 0.0005032258341088891, 0.0005625595222227275, 0.0005245984066277742, 0.00038150828913785517, 0.00040483110933564603, 0.0011363968951627612]
392;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;32;20;32;Adam;0.01;None;0.0036592483520507;4.929518222808838;0.0019094534093307;0.0023642210310842;[0.007844515144824982, 0.0008821750525385141, 0.000635160191450268, 0.0006131050758995116, 0.0009314062190242112, 0.0006429848726838827, 0.0005556848482228816, 0.0005231983959674835, 0.0012091073440387845, 0.000891548057552427, 0.0006697672070004046, 0.00046430560178123415, 0.0005230387905612588, 0.0005793411401100457, 0.0004060235805809498, 0.0011957247043028474, 0.0011860497761517763, 0.0012539937160909176, 0.0011509868782013655, 0.0010834309505298734];[0.004972771741449833, 0.00038671106449328363, 0.000580035790335387, 0.0002811721642501652, 0.0006312516634352505, 0.000365352287190035, 0.0003442557936068624, 0.0017581122228875756, 0.0012157533783465624, 0.0007346015772782266, 0.0002596946433186531, 0.0009662400698289275, 0.0009575689909979701, 0.000863807275891304, 0.0007013364811427891, 0.0015816835220903158, 0.0016497732140123844, 0.0007141776732169092, 0.002418949268758297, 0.002364223590120673]
393;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;32;20;32;Adam;0.01;None;0.0044724941253662;4.847411632537842;0.0016805570240087;0.0020853860568684;[0.013626585714519024, 0.002138496609404683, 0.0011805349495261908, 0.0007275387179106474, 0.0006993478164076805, 0.000691939436364919, 0.0006734895869158208, 0.0006752850022166967, 0.00040120602352544665, 0.0011807901319116354, 0.0006588936666958034, 0.0004511114093475044, 0.0010731527581810951, 0.00041909643914550543, 0.000602631364017725, 0.000532093399669975, 0.000569271098356694, 0.0005907260929234326, 0.0006122199120000005, 0.001059357775375247];[0.007697600405663252, 0.0025638819206506014, 0.0009740151581354439, 0.0008791979635134339, 0.0006543072522617877, 0.0006991286063566804, 0.0004844066279474646, 0.0002685204381123185, 0.0018882870208472013, 0.0010743812890723348, 0.0011485192226246, 0.0007060245261527598, 0.0012699635699391365, 0.0007441965863108635, 0.0006682149250991642, 0.0008163366583175957, 0.00030320329824462533, 0.0005993241793476045, 0.0007342721801251173, 0.0020853860769420862]
394;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;32;20;32;Adam;0.01;None;0.8347997665405273;6.69762659072876;0.0009807048365212;0.000811043638176;[0.055403005331754684, 0.02893058955669403, 0.014235065318644047, 0.011747362092137337, 0.01810019090771675, 0.007678105961531401, 0.005933742504566908, 0.0024875153321772814, 0.0017083381535485387, 0.0025454205460846424, 0.0018314773915335536, 0.0010627364972606301, 0.000857492967043072, 0.0007028920226730406, 0.0006554513238370419, 0.0007288914057426155, 0.0009164136718027294, 0.0010426355293020606, 0.0008850450976751745, 0.0006814759108237922];[0.05992228165268898, 0.1078522577881813, 0.008820241317152977, 0.02950894832611084, 0.03622584417462349, 0.010215753689408302, 0.006078897509723902, 0.006593084428459406, 0.0035102081019431353, 0.0021816794760525227, 0.005140019580721855, 0.0018312354804947972, 0.0009164802613668144, 0.0004918975755572319, 0.0009308794979006052, 0.001148073235526681, 0.000631519069429487, 0.0014803314115852118, 0.0007266501197591424, 0.0008110437192954123]
395;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;32;20;32;Adam;0.01;None;0.0011618137359619;1.7930216789245603;0.0034772520563885;0.0027185660536801;[0.12004802376031876, 0.006906533148139715, 0.005713787395507097, 0.0018693747697398067, 0.0034195801708847284, 0.0021286807022988796, 0.0022952340077608824, 0.0018191293347626925, 0.0016791584203019738, 0.002272270154207945, 0.0035702111199498177, 0.002283975947648287, 0.0017300888430327177, 0.0025415250565856695, 0.0023533159401267767, 0.0021373690105974674, 0.0017508561722934246, 0.00174205272924155, 0.0013928988482803106, 0.0019364844774827361];[0.013679150491952896, 0.008453864604234695, 0.0017134039662778378, 0.007013688795268536, 0.0020674315746873617, 0.001234217663295567, 0.001702934387139976, 0.001156879821792245, 0.0050085242837667465, 0.0017782276263460517, 0.0012363118585199118, 0.001334570930339396, 0.000986009486950934, 0.001485319109633565, 0.0019230055622756481, 0.0021341275423765182, 0.0021293682511895895, 0.003245370462536812, 0.0023602908477187157, 0.0027184931095689535]
396;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;64;20;16;Adam;0.001;None;0.0021502971649169;3.2973744869232178;0.0006974599954868;0.0017373467347154;[0.008831686340272427, 0.005751757882535458, 0.0042738900519907475, 0.0036134826950728893, 0.002766768680885434, 0.002278660424053669, 0.0020503108389675617, 0.0017961652483791113, 0.0014924679417163134, 0.0013300244463607669, 0.0012072667013853788, 0.0011014650808647275, 0.0012136379955336452, 0.0009013506933115423, 0.0009483370813541114, 0.0006532669067382812, 0.0007651177002117038, 0.0008910067845135927, 0.0009762623813003302, 0.0007734986720606685];[0.008113683201372623, 0.005048077553510666, 0.0045356606133282185, 0.003642874304205179, 0.0025929806288331747, 0.0022813621908426285, 0.003064702497795224, 0.004215229768306017, 0.0014915538486093283, 0.001713198609650135, 0.0017045276472344995, 0.0010125391418114305, 0.0015026971232146025, 0.0009231642470695078, 0.0008312423597089946, 0.0007866221130825579, 0.001170867937617004, 0.0016289042541757226, 0.002617793157696724, 0.001737346756272018]
397;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;64;20;16;Adam;0.001;None;0.0021214485168457;3.2718701362609863;0.0004739532590776;0.0008044903406892;[0.01133752055466175, 0.007775274571031332, 0.006077811121940613, 0.005155326798558235, 0.004378370475023985, 0.003693165723234415, 0.003313797991722822, 0.0024905959144234657, 0.0026533363852649927, 0.002040603430941701, 0.001540927099995315, 0.0012648500269278884, 0.0010321192676201463, 0.0009110969840548933, 0.000832725374493748, 0.0010869160760194063, 0.0009773363126441836, 0.0008026930154301226, 0.0007257364923134446, 0.000598577898927033];[0.00710330018773675, 0.008405884727835655, 0.007323070894926786, 0.006020992994308472, 0.004106450360268354, 0.005127531010657549, 0.0027736041229218245, 0.002129228552803397, 0.00229327823035419, 0.001454534474760294, 0.002491164719685912, 0.001039602211676538, 0.0009332727058790624, 0.0011850890005007386, 0.0010578547371551394, 0.0007544762338511646, 0.0007569334702566266, 0.0007780229207128286, 0.0009910931112244725, 0.0008044903515838087]
398;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;64;20;16;Adam;0.001;None;0.0035433769226074;4.269972562789917;0.0002749180692043;0.000325723201817;[0.003916245885193348, 0.0014104817528277636, 0.0008843853720463812, 0.0006541131879203022, 0.0005671787075698376, 0.0004334669793024659, 0.00040360644925385714, 0.00040235850610770285, 0.0003164715599268675, 0.00031283270800486207, 0.00029244011966511607, 0.00025016526342369616, 0.00025489312247373164, 0.00029071050812490284, 0.0003255765186622739, 0.00028631018358282745, 0.00034521642373874784, 0.00024532710085622966, 0.0002372924645897001, 0.00025596661726012826];[0.005169511307030916, 0.0009396797977387905, 0.0006347852176986635, 0.0005833210307173431, 0.00039271413697861135, 0.001088873133994639, 0.0003030656080227345, 0.0003113372076768428, 0.000248413416557014, 0.00048455456271767616, 0.00022038178576622158, 0.000343025109032169, 0.00021551175450440496, 0.00028657386428676546, 0.00037433303077705204, 0.0003213256422895938, 0.00024613679852336645, 0.00022310529311653227, 0.0003299398231320083, 0.0003257232019677758]
399;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;64;20;16;Adam;0.001;None;0.0034992694854736;4.271569728851318;0.0002262425109832;0.000254352654186;[0.005501683335751295, 0.0019462115596979856, 0.0014113887446001172, 0.0009501593303866684, 0.0006898681749589741, 0.0006137794116511941, 0.0007030521519482136, 0.0005575082614086568, 0.0005481158150359988, 0.00041402046917937696, 0.00042847066652029753, 0.00032287806970998645, 0.00046625034883618355, 0.00039871555054560304, 0.0002652847033459693, 0.0003215305332560092, 0.00041044215322472155, 0.0003047407080885023, 0.00037466801586560905, 0.00039293960435315967];[0.0044800229370594025, 0.0012900258880108595, 0.0008753167930990458, 0.0007638243841938674, 0.0004875309532508254, 0.0012521255994215608, 0.00039741492946632206, 0.0003264388651587069, 0.00032421539071947336, 0.00035521943937055767, 0.00036209303652867675, 0.00045785715337842703, 0.00033554917899891734, 0.00023625526227988303, 0.00032338223536498845, 0.00043579668272286654, 0.0003745234280359, 0.0004923621308989823, 0.0008927803137339652, 0.0002543526643421501]
400;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;64;20;16;Adam;0.001;None;0.8338344097137451;6.307866811752319;0.009193218161303;0.0104162002871654;[0.09565436094999313, 0.03583095967769623, 0.028670767322182655, 0.023266449570655823, 0.021335892379283905, 0.019714422523975372, 0.017419829964637756, 0.0162973515689373, 0.015166904777288437, 0.014237172901630402, 0.013012566603720188, 0.012328202836215496, 0.011456945911049843, 0.011169122532010078, 0.011797827668488026, 0.01040769461542368, 0.009090153500437737, 0.009049457497894764, 0.008133557625114918, 0.007804591208696365];[0.03784530609846115, 0.037664324045181274, 0.02892187051475048, 0.025925595313310623, 0.02348877117037773, 0.02009940706193447, 0.018216552212834358, 0.021636640653014183, 0.01591496355831623, 0.016024835407733917, 0.015175501815974712, 0.014386211521923542, 0.01312355324625969, 0.014724528416991234, 0.016077181324362755, 0.011872375383973122, 0.008588354103267193, 0.00875396654009819, 0.0073584602214396, 0.010416200384497643]
401;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;64;20;16;Adam;0.001;None;0.0012035369873046;1.4715802669525146;0.0027066672741034;0.0044818658023542;[0.0430130772292614, 0.02809186652302742, 0.020744718611240387, 0.01632566563785076, 0.01180457416921854, 0.009605292230844498, 0.008179773576557636, 0.006467047613114119, 0.005711735691875219, 0.003911403473466635, 0.003031977917999029, 0.0025960239581763744, 0.0025715308729559183, 0.002867715200409293, 0.0031283062417060137, 0.005319078452885151, 0.005337939132004976, 0.0045690215192735195, 0.0023550926707684994, 0.0016295379027724266];[0.032030630856752396, 0.022233543917536736, 0.017399344593286514, 0.012305242009460926, 0.010260994546115398, 0.006777743808925152, 0.011267382651567459, 0.004217078443616629, 0.003697659121826291, 0.00283068954013288, 0.00312288710847497, 0.0038418977055698633, 0.0101809436455369, 0.0041542258113622665, 0.0011883494444191456, 0.011655699461698532, 0.001135690021328628, 0.006495022214949131, 0.002394547685980797, 0.004481865558773279]
402;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;64;20;16;Adam;0.01;None;0.0021817684173583;3.3262412548065186;0.0003038799768971;0.0004992634081434;[0.02925271913409233, 0.005155003163963556, 0.0018028701888397336, 0.0013238171814009547, 0.00131993496324867, 0.0011512268101796508, 0.0011214116821065545, 0.0007432207930833101, 0.0009760221582837403, 0.0007999028894118965, 0.0008262100163847208, 0.000996883842162788, 0.0008761631906963885, 0.000776784319896251, 0.00045325348037295043, 0.0003962550254072994, 0.0004017860919702798, 0.0004765843041241169, 0.0011313149007037282, 0.0008679526508785784];[0.004177990835160017, 0.005585480481386185, 0.0017082835547626019, 0.002490360289812088, 0.0037609387654811144, 0.001768233603797853, 0.002171486383304, 0.0010257575195282698, 0.0006882604211568832, 0.0005409711156971753, 0.0008382992236874998, 0.001728097558952868, 0.0010745680192485452, 0.0008589460048824549, 0.00033212333801202476, 0.0007567128050141037, 0.0007059074123390019, 0.0019058330217376351, 0.0020860156510025263, 0.0004992634057998657]
403;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;64;20;16;Adam;0.01;None;0.001882791519165;3.2948567867279053;0.0006571832453999;0.0004448954155682;[0.029798418283462524, 0.006735354196280241, 0.0032048639841377735, 0.0020192915108054876, 0.0015469238860532641, 0.0017735892906785011, 0.0012660843785852194, 0.0015128793893381953, 0.0010337167186662555, 0.0007635266520082951, 0.0008316444582305849, 0.0011336002498865128, 0.0010406977962702513, 0.0011722666677087545, 0.0008476090151816607, 0.00046376168029382825, 0.0007170980097725987, 0.0017666950589045882, 0.0007722008740529418, 0.0008116599638015032];[0.008112646639347076, 0.009697271510958672, 0.003177771344780922, 0.0011724731884896755, 0.0009546380606479943, 0.0012883165618404746, 0.00477807130664587, 0.0025676253717392683, 0.0012500472366809845, 0.0005782705848105252, 0.004796173889189959, 0.003210015594959259, 0.0006708821165375412, 0.000944507890380919, 0.0006432540831156075, 0.0010755086550489068, 0.003159088548272848, 0.0031124623492360115, 0.00044073289609514177, 0.0004448954132385552]
404;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;64;20;16;Adam;0.01;None;0.0035874843597412;4.240992069244385;0.0006655475036848;0.0004996450131845;[0.014242473058402538, 0.0019826076459139585, 0.0007038129260763526, 0.00042189250234514475, 0.0006513093831017613, 0.0014836984919384122, 0.0009003254235722125, 0.0005295012961141765, 0.0006824536249041557, 0.0006192199070937932, 0.0008174858521670103, 0.00040885209455154836, 0.00038325099740177393, 0.00033133476972579956, 0.0003682838287204504, 0.00038538515218533576, 0.0005303809302859008, 0.0007121500675566494, 0.0006547383964061737, 0.0006306696450337768];[0.003661799244582653, 0.0015102148754522204, 0.00036825111601501703, 0.00027794361812993884, 0.00024466754985041916, 0.000885379093233496, 0.0007852363050915301, 0.0010223955614492297, 0.0006669499562121928, 0.0005605893093161285, 0.0008465830469503999, 0.0005389482830651104, 0.0004491737927310169, 0.0003048086946364492, 0.0002934598014689982, 0.0003374472726136446, 0.000876979494933039, 0.0004965155967511237, 0.0008652788237668574, 0.0004996450152248144]
405;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;64;20;16;Adam;0.01;None;0.0035393238067626;4.268462419509888;0.0004343097412818;0.0005254911920891;[0.024136032909154892, 0.00556206377223134, 0.0020035950001329184, 0.000777020410168916, 0.0006977834273129702, 0.0014482592232525349, 0.0014181523583829403, 0.0013889254769310355, 0.0008871357422322035, 0.0007220013649202883, 0.0006898768479004502, 0.0006880717119202018, 0.00033980500302277505, 0.0003597420873120427, 0.00029784112120978534, 0.000301443156786263, 0.000303630658891052, 0.0005572402151301503, 0.0007106750854291022, 0.0006687928689643741];[0.006421628873795271, 0.001958537148311734, 0.00273908325470984, 0.0019759738352149725, 0.0007734603132121265, 0.000860736530739814, 0.0031589947175234556, 0.002265903167426586, 0.0007205486763268709, 0.0004982711980119348, 0.0008298347238451242, 0.00041442926158197224, 0.00021027772163506597, 0.0004207911842968315, 0.00021077970450278372, 0.0002464008575771004, 0.00026493033510632813, 0.0008615870028734207, 0.000920322781894356, 0.000525491195730865]
406;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;64;20;16;Adam;0.01;None;0.8440144062042236;6.354650259017944;0.001397140924754;0.0013369074264631;[0.11711644381284714, 0.035145483911037445, 0.014252840541303158, 0.010036726482212543, 0.007914808578789234, 0.005672354716807604, 0.0054771872237324715, 0.004550326149910688, 0.00367542402818799, 0.002883073640987277, 0.0027894789818674326, 0.001914435881190002, 0.001199622405692935, 0.0011424036929383874, 0.0013984368415549397, 0.001200000406242907, 0.0009947280632331967, 0.0008880020468495786, 0.0008989765192382038, 0.0007548052817583084];[0.03616165369749069, 0.021466195583343506, 0.015799878165125847, 0.011512264609336853, 0.009198445826768875, 0.0159604549407959, 0.00636560982093215, 0.005088831763714552, 0.004226212855428457, 0.003358381101861596, 0.0027819557581096888, 0.0018296083435416222, 0.0016705708112567663, 0.0033816234208643436, 0.0038109207525849342, 0.0019435433205217123, 0.0010838857851922512, 0.0009329215390607715, 0.0012302864342927933, 0.0013369073858484626]
407;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;64;20;16;Adam;0.01;None;0.0011870861053466;1.4509830474853516;0.0027559663162601;0.0047165665660441;[0.21440836787223816, 0.04028868302702904, 0.017969543114304543, 0.00845112930983305, 0.006501586642116308, 0.003961512818932533, 0.003961550071835518, 0.0036433108616620302, 0.004237643443048, 0.002278980566188693, 0.0031166390981525183, 0.001624089665710926, 0.0019644710700958967, 0.002957248827442527, 0.0025489702820777893, 0.0020579055417329073, 0.0015434144297614694, 0.001925382181070745, 0.0027812521439045668, 0.0024865425657480955];[0.0377177968621254, 0.015401775017380714, 0.008105688728392124, 0.0067377532832324505, 0.007763400673866272, 0.0018439452396705747, 0.0021141357719898224, 0.0017590177012607455, 0.0015776715008541942, 0.0025839500594884157, 0.0016347240889444947, 0.0024550689850002527, 0.0030389197636395693, 0.0015781442634761333, 0.0011207670904695988, 0.0023874545004218817, 0.0015884666936472058, 0.0014873386826366186, 0.0027672452852129936, 0.004716566763818264]
408;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;32;20;31;Adam;0.001;None;0.0021276473999023;3.680642604827881;0.000777760763751;0.0026820446542631;[0.011555442586541176, 0.007519407197833061, 0.005632614251226187, 0.004788469057530165, 0.004004400223493576, 0.0031845157500356436, 0.003037013579159975, 0.0026136464439332485, 0.0023299024906009436, 0.00192931795027107, 0.0016401605680584908, 0.0014152622316032648, 0.0016641565598547459, 0.0012862486764788628, 0.0010207034647464752, 0.0010066959075629711, 0.0012647348921746016, 0.0008953205542638898, 0.0008540810667909682, 0.0008448253502137959];[0.0079670250415802, 0.0064186654053628445, 0.009025205858051777, 0.004628921393305063, 0.00382037996314466, 0.004843071103096008, 0.0028912676498293877, 0.0025470592081546783, 0.003080819034948945, 0.0025095182936638594, 0.0019284466980025172, 0.0020256745629012585, 0.0014927852898836136, 0.001976014580577612, 0.0016110280994325876, 0.0032085897400975227, 0.0011749203549697995, 0.0012198175536468625, 0.000998904462903738, 0.0026819605845957994]
409;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;32;20;31;Adam;0.001;None;0.0020527839660644;3.6387906074523926;0.0009045021059238;0.0015538885300717;[0.0109071284532547, 0.006685336586087942, 0.005382245406508446, 0.004479261580854654, 0.003762879641726613, 0.003733626799657941, 0.0029804238583892584, 0.002542053582146764, 0.002461764495819807, 0.0020068269222974777, 0.0016390642849728465, 0.0016730031929910183, 0.0013340400764718652, 0.0012936588609591126, 0.0016840503085404634, 0.0015907165361568332, 0.001341455616056919, 0.001208899775519967, 0.0011562055442482233, 0.0008070227922871709];[0.009372483938932419, 0.00687229773029685, 0.005900911521166563, 0.005143157672137022, 0.0073817335069179535, 0.004346740897744894, 0.003266227664425969, 0.004980059806257486, 0.0026556786615401506, 0.0025935049634426832, 0.002118052216246724, 0.003466416848823428, 0.006075612735003233, 0.0018652384169399738, 0.0013726536417379975, 0.0014527549501508474, 0.0015346346190199256, 0.0027609183453023434, 0.0011263079941272736, 0.001553854439407587]
410;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;32;20;31;Adam;0.001;None;0.0035452842712402;4.855047225952148;0.0002629634364225;0.0002426325448054;[0.00280367792584002, 0.0011825902620330453, 0.0007462981739081442, 0.0005154229584150016, 0.00043276711949147284, 0.0003927885554730892, 0.0005530162015929818, 0.0006936939316801727, 0.00031888074590824544, 0.0002672811096999794, 0.0002959517005365342, 0.000268830539425835, 0.00027090805815532804, 0.00024571726680733263, 0.00023478186631109565, 0.00025662267580628395, 0.0002537431719247252, 0.0002427615982014686, 0.0002519257250241935, 0.00026756085571832955];[0.002087490865960717, 0.0008395921904593706, 0.000494981009978801, 0.0012979579623788595, 0.0013834196142852306, 0.0011067804880440235, 0.0009036750416271389, 0.0003613649751059711, 0.00035052993916906416, 0.00024492465308867395, 0.00023664755281060934, 0.000413715053582564, 0.00025833133258856833, 0.0002202895557275042, 0.0002460542309563607, 0.00024248755653388798, 0.0002133963571395725, 0.00023343338398262858, 0.00023766863159835339, 0.00024263122759293765]
411;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;32;20;31;Adam;0.001;None;0.0037846565246582;4.837935924530029;0.0006124619871082;0.0003211756616358;[0.006160343065857887, 0.002625787165015936, 0.0014727835077792406, 0.001035244669765234, 0.0009565948275849223, 0.0007068971171975136, 0.0005960218259133399, 0.0005213026888668537, 0.00046700891107320786, 0.0005027539446018636, 0.0005109188496135175, 0.0004942991072311997, 0.0006410484202206135, 0.0009025117033161223, 0.0005212366231717169, 0.0004631391493603587, 0.0004376590659376234, 0.00032543286215513945, 0.00030523916939273477, 0.00033264048397541046];[0.0028877786826342344, 0.001806209096685052, 0.00129907566588372, 0.0007635368965566158, 0.0005854691844433546, 0.0013536264887079597, 0.0006468488718383014, 0.0006856092368252575, 0.0003583216166589409, 0.0008551538921892643, 0.0008033904014155269, 0.000383380422135815, 0.0004336512938607484, 0.00044169442844577134, 0.0007146314601413906, 0.0003391042409930378, 0.00043676156201399863, 0.00042347455746494234, 0.0002693627611733973, 0.0003211806761100888]
412;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;32;20;31;Adam;0.001;None;0.8310174942016602;6.645169019699097;0.0086235118477357;0.0157869398228985;[0.04560863599181175, 0.028454704210162163, 0.02371194027364254, 0.01936652883887291, 0.01959862746298313, 0.016192710027098656, 0.015107479877769947, 0.014063803479075432, 0.01284774485975504, 0.012776442803442478, 0.012117045931518078, 0.009579638950526714, 0.009862422943115234, 0.00948660634458065, 0.007887017913162708, 0.008823886513710022, 0.010324190370738506, 0.009398910216987133, 0.007549845613539219, 0.007378363516181707];[0.04373493418097496, 0.043754320591688156, 0.026740413159132004, 0.026309799402952194, 0.025118673220276833, 0.025298358872532845, 0.03482261672616005, 0.023981686681509018, 0.014504654332995415, 0.013634546659886837, 0.015911228954792023, 0.012502496130764484, 0.0131045151501894, 0.011469373479485512, 0.017358984798192978, 0.011535190045833588, 0.013925140723586082, 0.011539999395608902, 0.008668859489262104, 0.01578694023191929]
413;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;32;20;31;Adam;0.001;None;0.0011603832244873;1.769327163696289;0.0016736446403726;0.0027484017337128;[0.05693454295396805, 0.034109219908714294, 0.02337035909295082, 0.015905944630503654, 0.013812007382512093, 0.009499424137175083, 0.008036305196583271, 0.0058212885633111, 0.004818875342607498, 0.004677714314311743, 0.0032823849469423294, 0.0035570363979786634, 0.0047086370177567005, 0.004652295261621475, 0.0028732605278491974, 0.0020330678671598434, 0.0017646494088694453, 0.0021040812134742737, 0.0038513019680976868, 0.0030446392484009266];[0.03600386902689934, 0.02476702630519867, 0.018693994730710983, 0.013770007528364658, 0.013951272703707218, 0.008067140355706215, 0.006360006518661976, 0.005935673136264086, 0.004296721890568733, 0.006651955656707287, 0.003907580394297838, 0.0020453142933547497, 0.006473894696682692, 0.007466751616448164, 0.0013437668094411492, 0.002609280403703451, 0.0013033694121986628, 0.00420607952401042, 0.007251579314470291, 0.002745805075392127]
414;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;32;20;31;Adam;0.01;None;0.0021190643310546;3.7142958641052246;0.0014722189216477;0.0024023712477416;[0.02601650357246399, 0.0022635990753769875, 0.001518628210760653, 0.0016544495010748506, 0.0007475665770471096, 0.001204391592182219, 0.001055589527823031, 0.0010728152701631188, 0.0010742057347670197, 0.0007391840335913002, 0.0006004995084367692, 0.0007428523967973888, 0.0007019127951934934, 0.0007162586553022265, 0.0008685825159773231, 0.0005890435422770679, 0.0006846018368378282, 0.0007720068679191172, 0.0005407707067206502, 0.0008793646702542901];[0.012785349041223526, 0.005209153052419424, 0.001831713947467506, 0.001019488088786602, 0.002084521111100912, 0.002963240724056959, 0.0015793786151334643, 0.001739867147989571, 0.0019068304682150483, 0.0008648663642816246, 0.0010794277768582106, 0.0014407054986804724, 0.0014501099940389395, 0.0022167274728417397, 0.0008556501707062125, 0.0011048336746171117, 0.0009469733340665698, 0.0012466030893847346, 0.00274444161914289, 0.002402357291430235]
