;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mae_train;mae_test;LOSS;VAL_LOSS
286;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;64;5;16;Adam;0.01;zscore;0.8185479640960693;5.790820837020874;0.000126646497551;0.000141430786872;[0.8662859797477722, 0.5875529646873474, 0.5179495811462402, 0.48427876830101013, 0.4802551865577698];[0.58216392993927, 0.5291919708251953, 0.48981228470802307, 0.5504425168037415, 0.49399980902671814]
287;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;64;5;16;Adam;0.01;zscore;0.0011894702911376;1.0446395874023438;0.0001378084215052;0.0001448066305231;[1.223290205001831, 0.5929056406021118, 0.5572245717048645, 0.510327160358429, 0.49777117371559143];[0.6059097647666931, 0.5501692891120911, 0.5053120851516724, 0.48271122574806213, 0.5057912468910217]
288;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.001;zscore;0.0021345615386962;2.8692009449005127;0.0001339631653168;0.0001439578993913;[0.6984237432479858, 0.6017005443572998, 0.5593425631523132, 0.5207377672195435, 0.493183970451355];[0.5819233655929565, 0.5496526956558228, 0.538171112537384, 0.5207293033599854, 0.5028265714645386]
289;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.001;zscore;0.0019731521606445;2.850410461425781;0.0001419235282859;0.0001538607419648;[0.782118022441864, 0.6519847512245178, 0.5871830582618713, 0.5472040772438049, 0.5166708827018738];[0.685560941696167, 0.573451042175293, 0.566132128238678, 0.5395095944404602, 0.5374166369438171]
290;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.001;zscore;0.0038235187530517;3.740229368209839;0.000137278390587;0.0001467890111822;[0.7568765878677368, 0.6419167518615723, 0.5716535449028015, 0.533223032951355, 0.5089239478111267];[0.7329902648925781, 0.562666118144989, 0.5713461637496948, 0.5159859657287598, 0.5127152800559998]
291;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.001;zscore;0.0035042762756347;3.7928271293640137;0.0001368550314715;0.0001589111125291;[0.787063479423523, 0.6792986392974854, 0.5823765397071838, 0.5346493124961853, 0.505112886428833];[0.8798325061798096, 0.5922778844833374, 0.5734264254570007, 0.559708297252655, 0.5550563931465149]
292;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;32;5;31;Adam;0.001;zscore;0.813185453414917;5.929296493530273;0.0001511709282358;0.0001754572135997;[0.8638341426849365, 0.6851885318756104, 0.617159903049469, 0.5611716508865356, 0.5267518758773804];[0.7591105103492737, 0.769618570804596, 0.6448436379432678, 0.7075903415679932, 0.6128498315811157]
293;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;32;5;31;Adam;0.001;zscore;0.0012128353118896;1.1205120086669922;0.0001401424128729;0.0001602645305369;[0.8366650938987732, 0.5911648273468018, 0.5547583699226379, 0.5271676182746887, 0.5121469497680664];[0.7309204339981079, 0.5848636627197266, 0.6586208939552307, 0.5728270411491394, 0.5597869157791138]
294;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.01;zscore;0.0021197795867919;2.873257160186768;9.60116689747908e-05;0.0001598141891512;[0.6390589475631714, 0.5043907761573792, 0.44740012288093567, 0.39850151538848877, 0.3606839179992676];[0.6213990449905396, 0.5605770349502563, 0.5407208204269409, 0.5137712359428406, 0.5582109689712524]
295;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.01;zscore;0.0020508766174316;2.887125015258789;8.766861679198778e-05;0.0001462234860904;[0.6448403000831604, 0.5222190618515015, 0.44355902075767517, 0.4008544683456421, 0.3652990162372589];[0.6147134304046631, 0.5259767770767212, 0.5157561302185059, 0.5493099689483643, 0.5107398629188538]
296;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.01;zscore;0.0035035610198974;3.747838973999024;9.3684632825847e-05;0.0001642762711589;[0.6624788641929626, 0.5375153422355652, 0.4775601327419281, 0.4253295063972473, 0.39256909489631653];[0.6017720699310303, 0.5677408576011658, 0.5333474278450012, 0.6464260816574097, 0.5737965703010559]
297;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.01;zscore;0.0035736560821533;3.7508952617645264;9.149167861147528e-05;0.000174012321228;[0.652161717414856, 0.516147255897522, 0.4540274739265442, 0.40791958570480347, 0.36179375648498535];[0.5510034561157227, 0.5211388468742371, 0.572723925113678, 0.5680386424064636, 0.6078035831451416]
298;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;32;5;31;Adam;0.01;zscore;0.828049898147583;5.997060537338257;0.0001288939087343;0.0002177458602297;[0.9433950781822205, 0.5734435319900513, 0.5242158770561218, 0.481972336769104, 0.45966607332229614];[0.7678715586662292, 0.656390905380249, 0.5494030117988586, 0.5213848948478699, 0.7605588436126709]
299;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;32;5;31;Adam;0.01;zscore;0.0011878013610839;1.1336007118225098;0.0001402786018285;0.0001577919537079;[1.032022476196289, 0.5770792961120605, 0.5294581055641174, 0.5037779211997986, 0.5053748488426208];[1.0752407312393188, 0.5363311171531677, 0.4891555607318878, 0.5041148066520691, 0.5511447787284851]
300;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.001;zscore;0.0021030902862548;2.7816970348358154;0.0001460251643349;0.0001545837607515;[0.7244564890861511, 0.6353333592414856, 0.5881578326225281, 0.5538788437843323, 0.5286070108413696];[0.6253275871276855, 0.5753329396247864, 0.5467569231987, 0.538996696472168, 0.539941668510437]
301;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.001;zscore;0.0019993782043457;2.7798540592193604;0.0001517534394741;0.0001509325344298;[0.8109250068664551, 0.6961064338684082, 0.628446102142334, 0.5834329724311829, 0.5518946051597595];[0.7477934956550598, 0.5944596529006958, 0.5555896759033203, 0.5406144261360168, 0.5271884202957153]
302;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.001;zscore;0.0036118030548095;3.610763549804688;0.000155182506116;0.0001604841753804;[0.7876479625701904, 0.7208500504493713, 0.642679750919342, 0.5967947244644165, 0.5621914863586426];[0.8007221221923828, 0.7064588069915771, 0.6099914312362671, 0.5762236714363098, 0.5605509877204895]
303;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.001;zscore;0.0034940242767333;3.6104679107666016;0.0001521262776953;0.0001622405902953;[0.7977473735809326, 0.7525812983512878, 0.683678150177002, 0.6226928234100342, 0.5604698657989502];[0.8326157331466675, 0.7957776784896851, 0.7248460650444031, 0.5709803700447083, 0.5666865110397339]
304;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;64;5;16;Adam;0.001;zscore;0.8102586269378662;5.851736307144165;0.0001586733045138;0.00019122591725;[0.8781777024269104, 0.7430217266082764, 0.6591737270355225, 0.6108519434928894, 0.5766354203224182];[0.70969158411026, 0.6335736513137817, 0.5906907320022583, 0.6440385580062866, 0.6679279208183289]
305;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;64;5;16;Adam;0.001;zscore;0.00118088722229;1.0355608463287354;0.000155405431375;0.0001721966356137;[1.3920261859893799, 0.8461679816246033, 0.6823199391365051, 0.6031386256217957, 0.5643754601478577];[0.9772122502326965, 0.7963188290596008, 0.6927091479301453, 0.6543351411819458, 0.6014769673347473]
306;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.01;zscore;0.0021648406982421;2.770263195037842;9.904653120290176e-05;0.0001627174231838;[0.6648632884025574, 0.5322790741920471, 0.47201019525527954, 0.41817155480384827, 0.3773418366909027];[0.5756350755691528, 0.5601199865341187, 0.5230545401573181, 0.5385217070579529, 0.5683509111404419]
307;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.01;zscore;0.0019886493682861;2.7549400329589844;9.605121271655724e-05;0.0001564744549545;[0.6462490558624268, 0.5100801587104797, 0.44635090231895447, 0.42060866951942444, 0.37363532185554504];[0.5924561619758606, 0.5224432945251465, 0.5330269932746887, 0.5689115524291992, 0.5465454459190369]
308;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.01;zscore;0.0035533905029296;3.6018338203430176;0.0001119715277386;0.0001862503832383;[0.6964054703712463, 0.5714985132217407, 0.4997911751270294, 0.4636128842830658, 0.43003422021865845];[0.6957029104232788, 0.5509217381477356, 0.5248657464981079, 0.5310712456703186, 0.6505488157272339]
309;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.01;zscore;0.003462791442871;3.57999587059021;0.0001062707495491;0.0001573433022322;[0.6825351119041443, 0.5564283728599548, 0.4946986734867096, 0.4250338673591614, 0.40508267283439636];[0.6056437492370605, 0.5880664587020874, 0.5357462167739868, 0.7519876956939697, 0.5495798587799072]
310;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;64;5;16;Adam;0.01;zscore;0.8121442794799805;5.855713129043579;0.0001345783894972;0.0002131354263846;[1.029604196548462, 0.615857720375061, 0.5351465344429016, 0.4755060076713562, 0.46269214153289795];[0.9686123728752136, 0.6345973014831543, 0.5320791602134705, 0.5166292786598206, 0.7444550395011902]
311;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;64;5;16;Adam;0.01;zscore;0.001227855682373;1.0469787120819092;0.0001437371177086;0.0001611576299484;[0.97377610206604, 0.6113874316215515, 0.5568844676017761, 0.5218043327331543, 0.5286614894866943];[0.8461676239967346, 0.5641686320304871, 0.5955576300621033, 0.5036947131156921, 0.5629010796546936]
312;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.001;zscore;0.0020537376403808;2.872465848922729;0.0001338897121679;0.0001634255352919;[0.6937441229820251, 0.6015632748603821, 0.5519269704818726, 0.5127683281898499, 0.47985532879829407];[0.6434015035629272, 0.6067796945571899, 0.6222359538078308, 0.5955774188041687, 0.5708247423171997]
313;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.001;zscore;0.0020694732666015;2.8848257064819336;0.0001268733158705;0.0001659982737381;[0.7620456218719482, 0.611979067325592, 0.5508135557174683, 0.5061824321746826, 0.4686780571937561];[0.7371106743812561, 0.6621819138526917, 0.6152216792106628, 0.5947305560112, 0.5798113346099854]
314;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.001;zscore;0.0056097507476806;3.966472148895264;0.0001346049470922;0.0001740568538642;[0.7548284530639648, 0.63468337059021, 0.5859972238540649, 0.5440120697021484, 0.5006338953971863];[0.7126791477203369, 0.6510168313980103, 0.6201032996177673, 0.5956122875213623, 0.6079584956169128]
315;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.001;zscore;0.0034456253051757;3.72701644897461;0.0001283304486857;0.0001772306591434;[0.7727725505828857, 0.6548677682876587, 0.5745927095413208, 0.5235162973403931, 0.48865652084350586];[0.8039289116859436, 0.6782498955726624, 0.6199330687522888, 0.6164981126785278, 0.6190440058708191]
316;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;90;90;32;5;30;Adam;0.001;zscore;0.8218111991882324;5.928533554077148;0.0001298668118494;0.0001797524785487;[0.8721508383750916, 0.6709650754928589, 0.5788535475730896, 0.5292644500732422, 0.4926348626613617];[0.8372318148612976, 0.8144554495811462, 0.732239842414856, 0.6371115446090698, 0.6278526186943054]
317;mlp;0;{'hidden_layers': [32, 16, 8]};1;90;90;32;5;30;Adam;0.001;zscore;0.0012354850769042;1.1050293445587158;0.0001402511437806;0.0001535701208808;[1.0007802248001099, 0.6574150919914246, 0.5852389335632324, 0.5577840209007263, 0.5118972659111023];[0.7939415574073792, 0.6175954937934875, 0.8508727550506592, 0.5510421991348267, 0.5364026427268982]
318;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.01;zscore;0.0021154880523681;2.906824350357056;8.435353466836915e-05;0.0001670196378045;[0.6310434937477112, 0.505423903465271, 0.42175331711769104, 0.37074577808380127, 0.34518134593963623];[0.6087564826011658, 0.613304615020752, 0.5692955851554871, 0.5764189958572388, 0.5833783745765686]
319;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.01;zscore;0.0021116733551025;2.877209424972534;8.190371604295847e-05;0.0001831306830583;[0.6405360698699951, 0.4975331425666809, 0.42294320464134216, 0.37388572096824646, 0.3501719832420349];[0.7558676600456238, 0.579171359539032, 0.5278955698013306, 0.5830180048942566, 0.6396523118019104]
320;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.01;zscore;0.0037188529968261;3.769537925720215;8.940461413786181e-05;0.0001712546687865;[0.6674829125404358, 0.5236790180206299, 0.4586862325668335, 0.3890931010246277, 0.3555161952972412];[0.6045964360237122, 0.5584427118301392, 0.6482483744621277, 0.6281615495681763, 0.598171055316925]
321;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.01;zscore;0.0036091804504394;3.7353575229644775;9.014451593854668e-05;0.0001775187441717;[0.707857608795166, 0.5272542834281921, 0.4497539699077606, 0.4002932608127594, 0.3725762665271759];[0.6278382539749146, 0.5685346722602844, 0.5629281997680664, 0.5876681208610535, 0.6200505495071411]
322;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;90;90;32;5;30;Adam;0.01;zscore;0.8237800598144531;5.945329666137695;0.0001400857883447;0.0002634852599597;[1.1537762880325317, 0.6052181720733643, 0.5693528056144714, 0.48583513498306274, 0.4642049968242645];[0.6522945761680603, 0.8150200247764587, 0.6909472346305847, 1.151630163192749, 0.9203205704689026]
323;mlp;0;{'hidden_layers': [32, 16, 8]};1;90;90;32;5;30;Adam;0.01;zscore;0.0012719631195068;1.1169536113739014;0.0001337623828883;0.0001400397642308;[1.514865756034851, 0.5700917840003967, 0.5325266122817993, 0.5198484659194946, 0.5091662406921387];[0.6991041302680969, 0.5206226110458374, 0.48350203037261963, 0.5635579228401184, 0.4891256093978882]
324;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;90;90;64;5;15;Adam;0.001;zscore;0.0020751953125;2.7779576778411865;0.0001441838393575;0.0001715700304474;[0.7165144085884094, 0.6263231635093689, 0.5843716263771057, 0.5538220405578613, 0.5233919024467468];[0.6794082522392273, 0.633092999458313, 0.6151085495948792, 0.6013386845588684, 0.5992724299430847]
325;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;90;90;64;5;15;Adam;0.001;zscore;0.0020980834960937;2.766836166381836;0.0001428360463948;0.0001637790538001;[0.7874481678009033, 0.6557247042655945, 0.5911863446235657, 0.5507779121398926, 0.5186870694160461];[0.7707657217979431, 0.6336448192596436, 0.6113767623901367, 0.5816248059272766, 0.5720595121383667]
326;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;90;90;64;5;15;Adam;0.001;zscore;0.0036766529083251;3.597113132476806;0.0001560107800266;0.0001728083919019;[0.7823755741119385, 0.7133918404579163, 0.6436997652053833, 0.6026391386985779, 0.5668172240257263];[0.8243386745452881, 0.7150258421897888, 0.635802686214447, 0.6144502758979797, 0.60359787940979]
327;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;90;90;64;5;15;Adam;0.001;zscore;0.0037493705749511;3.595583200454712;0.0001484860901755;0.0001730634794182;[0.7918487191200256, 0.7358039617538452, 0.6541334986686707, 0.5837079286575317, 0.5451353788375854];[0.8545336127281189, 0.7828115820884705, 0.6660053730010986, 0.6241004467010498, 0.6044889092445374]
328;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;90;90;64;5;15;Adam;0.001;zscore;0.8155710697174072;5.850270509719849;0.0001472769628049;0.0001692373940226;[0.8663312792778015, 0.6800443530082703, 0.6106335520744324, 0.564004123210907, 0.5349081754684448];[0.6758478879928589, 0.7262201905250549, 0.5890201926231384, 0.5784724950790405, 0.5911248326301575]
329;mlp;0;{'hidden_layers': [32, 16, 8]};1;90;90;64;5;15;Adam;0.001;zscore;0.0012073516845703;1.0257961750030518;0.0001441219356251;0.0001625512713648;[1.1685503721237183, 0.7604379057884216, 0.6058090329170227, 0.5566921234130859, 0.5279521346092224];[1.0762771368026733, 0.6316962242126465, 0.5800960063934326, 0.601784348487854, 0.5677710175514221]
330;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;90;90;64;5;15;Adam;0.01;zscore;0.0020890235900878;2.768318891525269;8.344526316643257e-05;0.0001759858990595;[0.6515271067619324, 0.4991133511066437, 0.43587037920951843, 0.37541836500167847, 0.3271987736225128];[0.5570215582847595, 0.6573441624641418, 0.5387284159660339, 0.5675691366195679, 0.6146965026855469]
331;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;90;90;64;5;15;Adam;0.01;zscore;0.0019967555999755;2.7827656269073486;7.892093085983282e-05;0.0001746072725678;[0.651900589466095, 0.4874029755592346, 0.4063626229763031, 0.35842403769493103, 0.3130532205104828];[0.5739104747772217, 0.5331688523292542, 0.6567055583000183, 0.5931056141853333, 0.6098811030387878]
332;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;90;90;64;5;15;Adam;0.01;zscore;0.003627061843872;3.5969724655151367;8.349301698982796e-05;0.0001556273964894;[0.6703413724899292, 0.5433117747306824, 0.46672922372817993, 0.39352115988731384, 0.34654533863067627];[0.7282730937004089, 0.5721635818481445, 0.5741482377052307, 0.6192926168441772, 0.543586790561676]
333;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;90;90;64;5;15;Adam;0.01;zscore;0.003504991531372;3.605905771255493;9.47283923876148e-05;0.000195701544033;[0.705714225769043, 0.5496191382408142, 0.4694928526878357, 0.40568503737449646, 0.369488924741745];[0.5885317325592041, 0.8063295483589172, 0.6569704413414001, 0.7903794646263123, 0.6835606694221497]
334;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;90;90;64;5;15;Adam;0.01;zscore;0.8074719905853271;5.866786956787109;0.0001244737507762;0.0002206168543787;[0.9407826066017151, 0.6342237591743469, 0.5575397610664368, 0.5495104789733887, 0.4588947594165802];[0.7512760162353516, 0.6185773015022278, 0.6274744272232056, 0.6113896369934082, 0.7705867886543274]
335;mlp;0;{'hidden_layers': [32, 16, 8]};1;90;90;64;5;15;Adam;0.01;zscore;0.0012798309326171;1.031585454940796;0.0001418669562191;0.0001493704676473;[1.5206234455108643, 0.6665697693824768, 0.5937076210975647, 0.5333985090255737, 0.504830002784729];[0.6834936141967773, 0.6070128679275513, 0.5693877935409546, 0.5013566017150879, 0.5217321515083313]
336;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;120;120;32;5;29;Adam;0.001;zscore;0.0022063255310058;2.863977432250977;0.0001145815399333;0.0001615207467331;[0.6817991733551025, 0.5821719169616699, 0.5245802402496338, 0.4792543351650238, 0.4364791512489319];[0.6712859869003296, 0.5862564444541931, 0.5793646574020386, 0.5689899921417236, 0.5641712546348572]
